충전소명,충전소위치상세,설치시도명,휴점일,이용가능시작시각,이용가능종료시각,완속충전가능여부,급속충전가능여부,급속충전타입구분,완속충전기대수,급속충전기대수,주차료부과여부,소재지도로명주소,소재지지번주소,관리업체명,관리업체전화번호,위도,경도,데이터기준일자,제공기관코드,제공기관명,
서울추모공원,서울특별시 서초구 양재대로12길 74  1층 입구,서울특별시,연중무휴,00:00,23:59,N,Y,DC차데모+AC3상+DC콤보,,1,Y,서울특별시 서초구 양재대로12길 74,,환경부(한국자동차환경협회),,37.4522334,127.0427909,2019-06-03,3210000,서울특별시 서초구,
서초구청,서울특별시 서초구 남부순환로 2584,서울특별시,연중무휴,00:00,23:59,Y,Y,DC차데모+AC3상+DC콤보,4,1,Y,서울특별시 서초구 남부순환로 2584,,"한국전기차충전서비스,환경부(한국자동차환경협회)",,37.4835872,127.0326987,2019-06-03,3210000,서울특별시 서초구,
서초지사,서울특별시 서초구 효령로 72길 60,서울특별시,연중무휴,06:00,23:00,N,Y,DC차데모+AC3상+DC콤보,,2,Y,서울특별시 서초구 효령로 72길 60,,한국전력,,37.4856225,127.0280556,2019-06-03,3210000,서울특별시 서초구,
예술의 전당,서울특별시 서초구 서초동 700,서울특별시,연중무휴,00:00,23:59,N,Y,DC차데모+AC3상+DC콤보,,1,Y,서울특별시 서초구 서초동 700,,한국전력,,37.4790189,127.041438,2019-06-03,3210000,서울특별시 서초구,
이마트 양재점,"서울특별시 서초구 매헌로 16 , 지하주차장 2층 Z구역(양재동 215)",서울특별시,연중무휴,00:00,23:59,N,Y,DC차데모+AC3상,,1,Y,서울특별시 서초구 매헌로 16,,환경부(한국자동차환경협회),,37.4624678886,127.036935,2019-06-03,3210000,서울특별시 서초구,
하나로마트 양재점,서울특별시 서초구 청계산로 10,서울특별시,연중무휴,00:00,23:59,Y,Y,AC완속,2,1,Y,서울특별시 서초구 청계산로 10,,한국전기차충전서비스,,37.4629917,127.0434134,2019-06-03,3210000,서울특별시 서초구,
한국타이어 서초점,서울특별시 서초구 효령로 386,서울특별시,연중무휴,00:00,23:59,N,Y,DC차데모+AC3상+DC콤보,,1,Y,서울특별시 서초구 효령로 386,,한국전력,,37.4874610,127.0261367,2019-06-03,3210000,서울특별시 서초구,
현대강남자동차써비스㈜,서울특별시 서초구 마방로 26,서울특별시,연중무휴,08:30,18:00,N,Y,DC차데모+DC콤보,,1,Y,서울특별시 서초구 마방로 26,,기아자동차,,37.474797,127.041474,2019-06-03,3210000,서울특별시 서초구,
전기자동차 공공급속충전소 양산종합운동장,경상남도 양산시 양산대로 849(북부동) 종합운동장,경상남도,연중무휴,00:00,23:59,N,Y,전차종 충전가능,0,1,N,경상남도 양산시 양산대로 849(북부동),경상남도 양산시 북부동 533,한국환경공단,032-590-3682,35.3485607444,129.0354973856,2019-09-24,5380000,경상남도 양산시,
전기자동차 공공급속충전소 내원휴게소,경상남도 양산시 하북면 양산대로 1962 내원휴게소 주차장,경상남도,연중무휴,00:00,23:59,N,Y,전차종 충전가능,0,1,N,경상남도 양산시 하북면 양산대로 1962,경상남도 양산시 하북면 용연리 904-6,한국환경공단,032-590-3682,35.4386820269,129.0721144090,2019-09-24,5380000,경상남도 양산시,
전기자동차 공공완속충전소 웅상출장소,경상남도 양산시 진등길 40(웅상출장소 정문 입구 왼쪽편),경상남도,연중무휴,00:00,23:59,Y,N,전차종 충전가능,1,0,N,경상남도 양산시 진등길 40,경상남도 양산시 주진동 72-2,한국환경공단,032-590-3682,35.3951047170,129.1554421687,2019-09-24,5380000,경상남도 양산시,
논산시청 앞 공영주차장,외부주차장,충청남도,연중무휴,00:00,23:59,N,Y,AC상+DC차데모+DC콤보,0,1,N,,충청남도 논산시 내동 825,한국자동차환경협회,1661-9408,36.186031,127.099166,2019-06-26,4540000,충청남도 논산시,
국민체육센터,외부주차장,충청남도,연중무휴,00:00,23:59,N,Y,AC상+DC차데모+DC콤보,0,2,N,충청남도 논산시 논산대로 382,충청남도 논산시 관촉동 327-2,한국자동차환경협회,1661-9408,36.1960067,127.1033494,2019-06-26,4540000,충청남도 논산시,
연무체육공원,외부주차장,충청남도,연중무휴,00:00,23:59,N,Y,AC상+DC차데모+DC콤보,0,2,N,충청남도 논산시 연무읍 연무로166번길 64,충청남도 논산시 연무읍 안심리 75,한국자동차환경협회,1661-9408,36.125358,127.0953321,2019-06-26,4540000,충청남도 논산시,
채운면사무소,외부주차장,충청남도,연중무휴,00:00,23:59,N,Y,AC상+DC차데모+DC콤보,0,1,N,충청남도 논산시 채운면 채운로 41,충청남도 논산시 채운면 화산리 356-3,한국자동차환경협회,1661-9408,36.173462,127.062805,2019-06-26,4540000,충청남도 논산시,
논산계룡농협 하나로마트,외부주차장,충청남도,연중무휴,00:00,23:59,N,Y,AC상+DC차데모+DC콤보,0,1,N,충청남도 논산시 연산면 청동로 34,충청남도 논산시 연산면 청동리 467,한국자동차환경협회,1661-9408,36.208259,127.196456,2019-06-26,4540000,충청남도 논산시,
성동면사무소,면사무소주차장,충청남도,연중무휴,00:00,23:59,Y,N,,1,0,N,충청남도 논산시 성동면 성동로 275,충청남도 논산시 원남리 394-8,에버온,1661-7766,36.2035226,127.0335707,2019-06-26,4540000,충청남도 논산시,
취암동행정복지센터,외부주차장,충청남도,연중무휴,00:00,23:59,N,Y,,0,1,N,충청남도 논산시 시민로 389,충청남도 논산시 취암동 566-18,,,36.1992717,127.0869809,2019-06-26,4540000,충청남도 논산시,
울산대공원 정문주차장,정문주차장 대형주차장 입구,울산광역시,연중,00:00,23:59,N,Y,"AC3상, DC콤보, DC차데모",,2,N,울산광역시 남구 대공원로94,울산광역시 남구 옥동 146-1,한국전력공사 울산지사,052-270-3243,35.530972,129.2939697,2020-01-20,B553560,울산시설공단,
울산대공원 남문주차장,남문주차장 A6구역,울산광역시,연중,00:00,23:59,N,Y,"AC3상, DC콤보, DC차데모",,2,N,울산광역시 남구 대공원로94,울산광역시 남구 옥동 146-1,한국전력공사 울산지사,052-270-3243,35.530972,129.2939697,2020-01-20,B553560,울산시설공단,
울산대공원 남문주차장,남문주차장 파크골프장구역,울산광역시,연중,00:00,23:59,N,Y,"AC3상, DC콤보, DC차데모",,1,N,울산광역시 남구 대공원로94,울산광역시 남구 옥동 146-1,환경부,1661-9408,35.530972,129.2939697,2020-01-20,B553560,울산시설공단,
동천체육관,동천체육관 동측주차장,울산광역시,연중,00:00,23:59,N,Y,"AC3상, DC콤보, DC차데모",,1,N,울산광역시 중구 염포로 85,울산광역시 중구 남외동 754 동천체육관,한국자동차환경협회,02-3473-1221,35.5610419554,129.3504836928,2020-01-20,B553560,울산시설공단,
동천체육관,동천체육관 동측주차장,울산광역시,연중,00:00,23:59,N,Y,"AC3상, DC콤보, DC차데모",,5,N,울산광역시 중구 염포로 85,울산광역시 중구 남외동 754 동천체육관,한국전력공사 울산지사,052-270-3224,35.5610419554,129.3504836928,2020-01-20,B553560,울산시설공단,
울산체육공원,자전거주차장,울산광역시,연중,00:00,23:59,N,Y,"AC3상, DC콤보, DC차데모",,10,N,울산광역시 남구 문수로 44,울산광역시 남구 옥동 산5,울산환경보존과,052-229-3154,35.5352665925,129.2595309173,2020-01-20,B553560,울산시설공단,
안동시청,외부주차장,경상북도,연중무휴,00:00,24:00,N,Y,AC3상+DC차데모+DC콤보,0,1,N,경상북도 안동시 퇴계로 115,경상북도 안동시 명륜동 344,한국자동차환경협회,032-590-9408,36.568425,128.7295375,2019-06-12,5070000,경상북도 안동시,
하니움문화스포츠센터,화순군 화순읍 학포로 2698 서문주차장,전라남도,연중무휴,00:00,23:59,N,Y,DC차데모+AC3상+DC콤보,0,1,N,전라남도 화순군 화순읍 학포로 2698,전라남도 화순군 화순읍 대리 498,환경관리공단,032-590-3683,35.0485426110,126.9652937269,2019-10-08,4900000,전라남도 화순군,
금호화순리조트,전라남도 화순군 북면 옥리 600-1,전라남도,연중무휴,00:00,23:59,N,Y,DC차데모+AC3상+DC콤보,0,2,N,전라남도 화순군 북면 옥리길 14-21,전라남도 화순군 북면 옥리 600-1,환경관리공단,032-590-3683,35.1636699499,127.0840383403,2019-10-08,4900000,전라남도 화순군,
군청후면 주차장,"전라남도 화순군 화순읍 훈리 31, 군청 후면 주차장",전라남도,연중무휴,00:00,23:59,N,Y,DC차데모+AC3상+DC콤보,0,3,N,전라남도 화순군 화순읍 훈리 31,전라남도 화순군 화순읍 훈리 31,환경관리공단,032-590-3683,35.0650747,126.9868024,2019-10-08,4900000,전라남도 화순군,
농업기술센터,전라남도 화순군 능주면 학포로 2275번지,전라남도,연중무휴,00:00,23:59,N,Y,DC콤보,0,1,N,전라남도 화순군 능주면 학포로 2275,,환경관리공단,032-590-3683,35.0166546682,126.9523784859,2019-10-08,4900000,전라남도 화순군,
동면사무소,전라남도 화순군 동면 충의로 745,전라남도,연중무휴,00:00,23:59,N,Y,DC콤보,0,1,N,전라남도 화순군 동면 충의로 745,,환경관리공단,032-590-3683,35.02946132,127.037806,2019-10-08,4900000,전라남도 화순군,
한전,전라남도 화순군 화순읍 충의로 11,전라남도,연중무휴,06:00,23:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,전라남도 화순군 화순읍 충의로 11,,한국전력,,35.0559226361,126.9791618,2019-10-08,4900000,전라남도 화순군,
한천면사무소,전라남도 화순군 한천면 죽헌로 265  주차장,전라남도,연중무휴,09:00,18:00,Y,N,AC완속,1,0,N,전라남도 화순군 한천면 죽헌로 265,,포스코 ICT,,34.9779008919,126.9987794,2019-10-08,4900000,전라남도 화순군,
청풍면사무소,전라남도 화순군 평지촌길 40  주차장,전라남도,연중무휴,09:00,18:00,Y,N,AC완속,1,0,N,전라남도 화순군 청풍면 평지촌길 40,,포스코 ICT,,34.8763133,126.9700258104,2019-10-08,4900000,전라남도 화순군,
이서면사무소,전라남도 화순군 이서면 적벽로 845 주차장,전라남도,연중무휴,09:00,18:00,Y,N,AC완속,1,0,N,전라남도 화순군 이서면 적벽로 845,,포스코 ICT,,35.1102886350,127.0712286828,2019-10-08,4900000,전라남도 화순군,
보건소,전라남도 화순군 쌍충로 62 주차장,전라남도,연중무휴,09:00,18:00,Y,N,AC완속,1,0,N,전라남도 화순군 화순읍 쌍충로 62,,포스코 ICT,,35.0571309430,126.9820136382,2019-10-08,4900000,전라남도 화순군,
화순경찰서,전라남도 화순군 화순읍 자치샘로  29 화순경찰서(화순읍 향청리 146 화순경찰서),전라남도,연중무휴,09:00,18:00,Y,N,AC완속,2,0,N,전라남도 화순군 화순읍 자치샘로 29,전라남도 화순군 화순읍 향청리 146,지엔텔,,35.06250715,126.9849855,2019-10-08,4900000,전라남도 화순군,
화순소방서,전라남도 화순군 화순읍 학포로 2750 화순소방서(화순읍 대리 336),전라남도,연중무휴,09:00,18:00,Y,N,AC완속,2,0,N,전라남도 화순군 화순읍 학포로 2750,전라남도 화순군 화순읍 대리 336,지엔텔,,35.0507039105,126.9714397903,2019-10-08,4900000,전라남도 화순군,
오산 중앙동행정복지센터,오산 중앙동행정복지센터,경기도,공휴일,09:00,18:00,Y,N,,1,,N,경기도 오산시 경기대로 307,경기도 오산시 오산동 850-1,,,37.1523399024,127.0731253319,2019-08-22,4000000,경기도 오산시,
신장동행정복지센터,신장동행정복지센터,경기도,공휴일,09:00,18:00,Y,N,,1,,N,경기도 오산시 문헌공로 45,경기도 오산시 금암동 495-2,,,37.1766424,127.0545688,2019-08-22,4000000,경기도 오산시,
대원동행정복지센터,대원동행정복지센터,경기도,공휴일,09:00,18:00,Y,N,,1,,N,경기도 오산시 오산로132번길 28,경기도 오산시 원동 404-8,,,37.1386194208,127.0717604,2019-08-22,4000000,경기도 오산시,
남촌동주민센터,남촌동주민센터,경기도,공휴일,09:00,18:00,Y,N,,1,,N,경기도 오산시 청학로 55-5,경기도 오산시 청학동 16-6,,,37.1545594,127.0634552152,2019-08-22,4000000,경기도 오산시,
한전오산지사,주차장,경기도,공휴일,06:00,23:00,N,Y,DC차데모+AC3상+DC콤보,,1,Y,경기도 오산시 남부대로 334,경기도 오산시 원동 806,,,37.1354665,127.0725058355,2019-08-22,4000000,경기도 오산시,
홈플러스 오산점,주차장 5층,경기도,공휴일,10:00,23:00,N,Y,DC차데모+AC3상+DC콤보,,1,Y,경기도 오산시 청학로 238,경기도 오산시 수청동 610,,,37.1700575405,127.0617972229,2019-08-22,4000000,경기도 오산시,
오산휴게소(과천방향),수도권제2순화고속도로(과천방향 오산휴게소),경기도,공휴일,00:00,24:00,N,Y,DC차데모+AC3상+DC콤보,,1,Y,경기도 오산시 수도권제2순환고속도로 13,경기도 오산시 지곶동 산 58-1,,,37.1790101615,127.036332281,2019-08-22,4000000,경기도 오산시,
오산휴게소(동탄방향),수도권제2순화고속도로(동탄방향 오산휴게소),경기도,공휴일,00:00,24:00,N,Y,DC차데모+AC3상+DC콤보,,1,Y,경기도 오산시 수도권제2순환고속도로 14,경기도 오산시 금암동 산 42-1,,,37.1758126007,127.03829007,2019-08-22,4000000,경기도 오산시,
롯데마트 오산점,경기도 오산시 경기대로 271-0 (오산동),경기도,공휴일,10:00,22:00,N,Y,DC차데모+AC3상+DC콤보,,1,Y,경기도 오산시 경기대로 271,경기도 오산시 오산동 868,,,37.1494108,127.0730348,2019-08-22,4000000,경기도 오산시,
오산시 이마트(오산점),본관4층 A3구역,경기도,공휴일,10:00,23:00,Y,N,,1,,Y,경기도 오산시 경기대로 181,경기도 오산시 원동 360-6,,,37.1406271,127.0727154,2019-08-22,4000000,경기도 오산시,
오산시 동탄푸드타운,실외주차장,경기도,공휴일,00:00,24:00,Y,N,,2,,Y,경기도 오산시 외삼미로152번길 57-29,경기도 오산시 외삼미동 119-12,,,37.1960027172,127.0647648841,2019-08-22,4000000,경기도 오산시,
오산시 환경사업소,주차장,경기도,공휴일,09:00,18:00,Y,N,,1,,N,경기도 오산시 오산천로 72,경기도 오산시 오산동 750,,,37.1412621798,127.0639348159,2019-08-22,4000000,경기도 오산시,
울진연호공원,연호공원입구주차장,경상북도,연중무휴,00:00,23:59,N,Y,DC차데모+AC3상+DC콤보,,1,N,,경상북도 울진군 울진읍 연지리 820-62,환경부,,36.9927721366,129.4065671,2019-09-25,5250000,경상북도 울진군,
덕구온천콘도주차장,덕구온천콘도주자창,경상북도,연중무휴,00:00,23:59,N,Y,DC차데모+AC3상+DC콤보,,1,N,,경상북도 울진군 북면 덕구리 578-6,환경부,,37.0784285817,129.282324,2019-09-25,5250000,경상북도 울진군,
덕구온천콘도주차장,덕구온천콘도주자창,경상북도,연중무휴,00:00,23:59,N,Y,DC콤보,,1,N,,경상북도 울진군 북면 덕구리 578-6,환경부,,37.0784285817,129.282324,2019-09-25,5250000,경상북도 울진군,
백암온천주차장,백암온천광장,경상북도,연중무휴,00:00,23:59,N,Y,DC차데모+AC3상+DC콤보,,1,N,,경상북도 울진군 온정면 소태리 1453,환경부,,36.7211465349,129.343793,2019-09-25,5250000,경상북도 울진군,
후포면사무소,후포면복지문화센터,경상북도,연중무휴,00:00,23:59,N,Y,DC차데모+AC3상+DC콤보,,1,N,경상북도 울진군 후포면 삼율로 7-20,,환경부,,36.6786142291,129.439089601,2019-09-25,5250000,경상북도 울진군,
후포면사무소,후포면복지문화센터,경상북도,연중무휴,00:00,23:59,N,Y,DC콤보,,1,N,경상북도 울진군 후포면 삼율로 7-20,,환경부,,36.6786142291,129.439089601,2019-09-25,5250000,경상북도 울진군,
거창군청,거창군청 뒤편 주차장,경상남도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모,0,1,N,경상남도 거창군 거창읍 중앙로 103,경상남도 거창군 거창읍 상림리 64-1,한국환경공단(환경부),032-590-3678,35.6866286,127.9100200,2019-08-25,5470000,경상남도 거창군,
한전 거창지사,한전 1층 주차장,경상남도,연중무휴,06:00,23:00,N,Y,AC3상+DC차데모+DC콤보,0,1,N,경상남도 거창군 거창읍 강남로 246,경상남도 거창군 거창읍 대평리 1005-40,한국전력,1899-2100,35.6869779,127.9237406,2019-08-25,5470000,경상남도 거창군,
거창휴게소(고서방향),휴게소,경상남도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모+DC콤보,0,1,N,경상남도 거창군 가조면 가조가야로 1523,경상남도 거창군 가조면 도리 산181,한국자동차환경협회,1661-9408,35.7058860,128.0578676,2019-08-25,5470000,경상남도 거창군,
거창휴게소(고서방향),휴게소,경상남도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모+DC콤보,0,1,N,경상남도 거창군 가조면 가조가야로 1523,경상남도 거창군 가조면 도리 산181,한국자동차환경협회,1661-9408,35.7058860,128.0578676,2019-08-25,5470000,경상남도 거창군,
거창사과원예농협 하나로마트,마트앞 주차장,경상남도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모+DC콤보,0,1,N,경상남도 거창군 거창읍 수남로 2241,경상남도 거창군 거창읍 김천리 255,한국전력,1899-2100,35.6788409,127.911302,2019-08-25,5470000,경상남도 거창군,
거창읍행정복지센터,읍사무소 뒤편 주차장,경상남도,연중무휴,00:00,23:59,Y,N,,1,0,N,경상남도 거창군 거창읍 거열로 90,경상남도 거창군 거창읍 상림리 820,KT,1522-4700,35.6878001,127.903849,2019-08-25,5470000,경상남도 거창군,
주상면행정복지센터,주차장,경상남도,연중무휴,00:00,23:59,Y,N,,1,0,N,경상남도 거창군 주상면 주곡로 655,경상남도 거창군 주상면 도평리 713,KT,1522-4700,35.7492022,127.913396,2019-08-25,5470000,경상남도 거창군,
남하면사무소,주차장,경상남도,연중무휴,00:00,23:59,Y,N,,1,0,N,경상남도 거창군 남하면 영서로 41,경상남도 거창군 남하면 무릉리 991-1,KT,1522-4700,35.6677625013,127.9436450068,2019-08-25,5470000,경상남도 거창군,
거창군평생교육센터,주차장,경상남도,연중무휴,00:00,23:59,Y,N,,1,0,N,경상남도 거창군 거창읍 교촌길 100-30,경상남도 거창군 거창읍 가지리 256,KT,1522-4700,35.692776,127.906421343,2019-08-25,5470000,경상남도 거창군,
마리면사무소,주차장,경상남도,연중무휴,00:00,23:59,Y,N,,1,0,N,경상남도 거창군 마리면 빼재로 18,경상남도 거창군 마리면 말흘리 247-4,KT,1522-4700,35.7013813,127.854834,2019-08-25,5470000,경상남도 거창군,
거창군농업기술센터,주차장,경상남도,연중무휴,00:00,23:59,N,Y,,0,1,N,경상남도 거창군 거창읍 거함대로 3322,경상남도 거창군 대평리 1359-19,환경부,032-590-3678,35.6778807,127.9227175,2019-08-25,5470000,경상남도 거창군,
수승대,주차장,경상남도,연중무휴,00:00,23:59,N,Y,,0,1,N,경상남도 거창군 위천면 황산1길 60-6,경상남도 거창군 위천면 황산리 650-1,환경부,032-590-3678,35.760729,127.837327,2019-08-25,5470000,경상남도 거창군,
가조역권 커뮤니티센터,주차장,경상남도,연중무휴,00:00,23:59,N,Y,,0,1,N,경상남도 거창군 가조면 지산로 1488-30,경상남도 거창군 가조면 수월리 451,환경부,032-590-3678,35.709517,128.017191084,2019-08-25,5470000,경상남도 거창군,
거창군스포츠파크,주차장,경상남도,연중무휴,00:00,23:59,N,Y,,0,1,N,경상남도 거창군 거창읍 심소정길 39-36,경상남도 거창군 거창읍 양평리 1160,환경부,032-590-3678,35.6947939,127.9273176,2019-08-25,5470000,경상남도 거창군,
국민연금공단,주차장,경상남도,연중무휴,00:00,23:59,N,Y,,0,1,N,경상남도 거창군 거창읍 소만3길 56,경상남도 거창군 거창읍 대동리 214,환경부,032-590-3678,35.693872,127.9228059,2019-08-25,5470000,경상남도 거창군,
웅양면사무소,주차장,경상남도,연중무휴,00:00,23:59,N,Y,,0,1,N,경상남도 거창군 마리면 웅양로 1431,경상남도 거창군 웅양면 노현리 223-2,환경부,032-590-3678,35.8054989,127.9179800,2019-08-25,5470000,경상남도 거창군,
남상면사무소,주차장,경상남도,연중무휴,00:00,23:59,N,Y,,0,1,N,경상남도 거창군 마리면 인평길 31,경상남도 거창군 남상면 무촌리 632-2,환경부,032-590-3678,35.643166,127.9101990,2019-08-25,5470000,경상남도 거창군,
홈플러스 목동점,홈플러스 목동점 지상주차장 2층 01구역,서울특별시,"매월2,4주 일요일",10:00,23:59,N,Y,DC차데모+AC3상,0,1,Y,서울특별시 양천구 목동서로 170 (목동),서울특별시 양천구 목동 919-7,환경부(한국자동차환경협회),1661-9408,37.530241,126.8732314,2019-05-31,3140000,서울특별시 양천구,
이마트 목동점,이마트 목동점 본관 B4층 E9구역,서울특별시,"매월2,4주 일요일",10:00,23:00,Y,N,AC완속,2,0,Y,서울특별시 양천구 오목로 299 (목동),서울특별시 양천구 목동 962,포스코ICT,1600-4047,37.5257763,126.8703272,2019-05-31,3140000,서울특별시 양천구,
이마트 신월점,이마트 신월점 옥외1층,서울특별시,"매월2,4주 일요일",10:00,23:59,Y,N,AC완속,1,0,Y,서울특별시 양천구 화곡로 59 (신월동),서울특별시 양천구 신월동 26,포스코ICT,1600-4047,37.539746,126.8285127,2019-05-31,3140000,서울특별시 양천구,
한국전력 강서양천지사,한국전력 강서양천지사 1층 주차장,서울특별시,연중무휴,00:00,00:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,서울특별시 양천구 목동서로 313,서울특별시 양천구 신정동 319-1,한국전력,1899-2100,37.5196727,126.8688231,2019-05-31,3140000,서울특별시 양천구,
목동공영주차장,목동공영주차장 내 사무실 옆(현대백화점 방향),서울특별시,매년 추석 및 구정,00:00,00:00,N,Y,DC차데모+AC3상,2,1,Y,서울특별시 양천구 목동동로 316-10 양천구쓰레기압축환적장,서울특별시 양천구 목동 915,한국환경공단,1661-9408,37.5278451715,126.8778042718,2019-05-31,3140000,서울특별시 양천구,
가로공원 공영주차장,가로공원 공영주차장,서울특별시,연중무휴,00:00,00:00,Y,N,AC완속,4,0,Y,서울특별시 양천구 가로공원로 지하 133,서울특별시 양천구 신월동 263,환경부(한국자동차환경협회),1661-9408,37.5367251491,126.8308300981,2019-05-31,3140000,서울특별시 양천구,
해맞이공영주차장,해맞이주차장장 내 사무실 옆(입차 입구),서울특별시,연중무휴,00:00,00:00,N,Y,DC차데모+AC3상+DC콤보,0,1,Y,서울특별시 양천구 지양로 47 신월문화체육센타,서울특별시 양천구 신월7동 987,한국환경공단,1661-9408,37.519930,126.832662,2019-05-31,3140000,서울특별시 양천구,
양천구청 지하주차장,양천구청 지하주차장,서울특별시,연중무휴,09:00,18:00,Y,N,AC완속,2,0,Y,서울특별시 양천구 목동동로 105,서울특별시 양천구 신정동 321-4,(주)에버온,1661-7766,37.5169164,126.8664734,2019-05-31,3140000,서울특별시 양천구,
양천구청 지상주차장,양천구청 지상주차장,서울특별시,연중무휴,00:00,00:00,N,Y,DC차데모+AC3상+DC콤보,0,1,Y,서울특별시 양천구 목동동로 105,서울특별시 양천구 신정동 321-4,보타리에너지(주),064-747-8826,37.5169164,126.8664734,2019-05-31,3140000,서울특별시 양천구,
목2동주민센터,목2동주민센터 주차장,서울특별시,연중무휴,00:00,00:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,서울특별시 양천구 목동중앙본로 120,서울특별시 양천구 목동 530-6,환경부(한국자동차환경협회),1661-9408,37.5461022,126.871647,2019-05-31,3140000,서울특별시 양천구,
서울에너지공사,서울에너지공사 정문옆,서울특별시,연중무휴,00:00,00:00,Y,Y,DC차데모+AC3상+DC콤보,1,4,N,서울특별시 양천구 목동서로 20,서울특별시 양천구 목동 900,한국전력,1899-2100,37.5401156046,126.883709,2019-05-31,3140000,서울특별시 양천구,
신월5동주민센터,신월5동주민센터 주차장,서울특별시,연중무휴,00:00,00:00,Y,Y,DC차데모+AC4상+DC콤보,1,1,N,서울특별시 양천구 화곡로4길 10,서울특별시 양천구 신월동 52-2,환경부(한국자동차환경협회),1661-9408,37.5385259,126.8271645,2019-05-31,3140000,서울특별시 양천구,
신정3동 현장민원실,민원실 주차장,서울특별시,연중무휴,00:00,00:00,N,Y,DC콤보,0,1,N,서울특별시 양천구 남부순환로88길 5-7,서울특별시 양천구 신정동 1287-5,환경부(한국자동차환경협회),1661-9408,37.5113026,126.8414511,2019-05-31,3140000,서울특별시 양천구,
강화군청충전소,강화군청후문주차장,인천광역시,연중무휴,09:00,18:00,Y,N,AC완속,2,0,N,인천광역시 강화군 강화대로 394,인천광역시 강화군 강화읍 관청리 163,PNE시스템즈,031-278-9450,37.7473929352,126.4870789387,2019-09-20,3570000,인천광역시 강화군,
강화읍사무소 충전소,강화읍사무소 주차장,인천광역시,연중무휴,00:00,24:00,Y,N,AC완속,1,0,N,인천광역시 강화군 강화읍 강화대로440번길 10,인천광역시 강화군 강화읍 관청리 552,한국환경공단,032-590-3681,37.7483442256,126.4837111476,2019-09-20,3570000,인천광역시 강화군,
강화풍물시장 충전소,강화풍물시장 입구 좌측,인천광역시,연중무휴,00:00,24:00,Y,Y,DC차데모/콤보,1,1,N,인천광역시 강화군 강화읍 중앙로 17-9,인천광역시 강화군 강화읍 갑곳리 849,한국환경공단,032-590-3681,37.7414213613,126.4928673843,2019-09-20,3570000,인천광역시 강화군,
덕산국민여가캠핑장 충전소,덕산국민여가캠핑장 주차장,인천광역시,연중무휴,00:00,24:00,Y,Y,DC차데모/콤보,1,1,N,인천광역시 강화군 내가면 고천리 산404,인천광역시 강화군 내가면 고천리 산404,한국환경공단,032-590-3681,37.7113563303,126.3917072955,2019-09-20,3570000,인천광역시 강화군,
마니산 충전소,마니산 주차장,인천광역시,연중무휴,00:00,24:00,Y,Y,DC차데모/콤보,1,1,N,인천광역시 강화군 화도면 마니산로675번길 18,인천광역시 강화군 화도면 상방리 402-2,한국환경공단,032-590-3681,37.6324582683,126.4237957330,2019-09-20,3570000,인천광역시 강화군,
강변테트노마트 주차장,지하 4층,서울특별시,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모+DC콤보,1,1,N,서울특별시 광진구 광나루로 56길 85 지하4층 주차장,,한국전력,1899-2100,37.535760,127.093400,2019-02-28,3040000,서울특별시 광진구,
광진구청 주차장,보건소앞,서울특별시,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모+DC콤보,0,1,N,서울특별시 광진구 자양로 117 보건소 앞,,한국전력,1899-2100,37.538370,127.080200,2019-02-28,3040000,서울특별시 광진구,
뚝도변전소,변전소앞,서울특별시,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모+DC콤보,0,2,N,서울특별시 광진구 자양3동 510-8,,한국전력,1899-2100,37.536140,127.067200,2019-02-28,3040000,서울특별시 광진구,
어린이대공원후문주차장,후문주차장,서울특별시,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모+DC콤보,0,2,N,서울특별시 광진구 능동로 216 어린이대공원 후문주차장,,환경부(한국자동차환경협회)서울시(한국자동차환경협회),1661-9408,37.551950,127.085200,2019-02-28,3040000,서울특별시 광진구,
어린이대공원후문주차장,입구정면,서울특별시,연중무휴,00:00,23:59,Y,N,AC3상,1,0,N,서울특별시 광진구 능동로 216 후문방향 진입 꿈마루 사무실앞,,포스코ICT,1600-4047,37.548630,127.076300,2019-02-28,3040000,서울특별시 광진구,
자양2동유수지 공영주차장,주차장,서울특별시,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모+DC콤보,0,2,Y,서울특별시 광진구 뚝섬로 52길 74,,한국전력,1899-2100,37.529990,127.077900,2019-02-28,3040000,서울특별시 광진구,
중곡4동주민센터,주차장,서울특별시,연중무휴,09:00,18:00,Y,N,AC3상,1,0,N,서울특별시 광진구 긴고랑로 131 주차장,,포스코ICT,1600-4047,37.559053,127.087223,2019-02-28,3040000,서울특별시 광진구,
중곡3동주민센터,주차장,서울특별시,연중무휴,09:00,18:00,Y,N,AC3상,1,0,N,서울특별시 광진구 동일로 76가길 28 주차장,,포스코ICT,1600-4047,37.561252,127.069992,2019-02-28,3040000,서울특별시 광진구,
